city,sector,orders_per_week,avg_weight_kg,business_model,pct_ultra_urgent,pct_same_day,pct_next_day,peak_hours,avg_distance_km,current_provider,curr_time_hr,curr_cost_aed,fail_rate_band,tracking_sat,delay_churn,eta_importance,fuel_pain,prem_fast_pct,top_pain,stops_per_route,traffic_level,dispatch_day,vehicle_type,fuel_price,cost_threshold_aedkm,time_value_aed,wage_share_pct,maint_cost_aedkm,fuel_strategy,overall_csat,renew_intent,nps,switch_past,repeat_speed_impact,trust_ai,ai_dashboard_influence,choose_speed_equalcost,ai_worry,ai_cost_saving_est,growth_pct_nextyr,expand_timeline,launch_zone_pref,season_peaks,beta_opt_in,api_integration,returns_pct,co2_importance,analytics_usage,contract_term_pref
Abu Dhabi,Pharma & Med-supplies,34.0,1.1,B2B,13.3,82.2,4.5,"3-6 PM,9 AM-12,12-3 PM",24.3,Competitor B,16.8,39.22,3-5 %,3.0,5.0,5.0,1.0,8.0,Delay,6.0,Moderate,Equally both,Van,3.0,3.73,9.95,43.8,0.96,Reduce service area,3.0,5.0,7.0,Yes,5.0,3.0,4.0,4.0,Tech failures,13.5,6.4,3 mo,Dubai core,"Back-to-School,Ramadan,Eid",Yes,Yes,27.8,3.0,5.0,2+ years
Abu Dhabi,Pharma & Med-supplies,60.0,7.7,B2C,15.1,54.3,30.5,6-9 PM,16.5,Aramex,31.6,74.54,5-10 %,4.0,1.0,5.0,4.0,4.9,Billing errors,5.0,Heavy,Weekdays,Mix,2.79,4.47,14.63,23.7,0.82,Raise delivery fee,5.0,1.0,2.0,No,3.0,1.0,4.0,3.0,Data privacy,13.4,5.0,No plans,Dubai core,,No,No,31.4,2.0,5.0,6 months
Ajman,Food-delivery,52.0,2.28,B2B,25.0,36.4,38.6,"6-9 PM,12-3 PM,3-6 PM",39.0,Aramex,12.3,40.36,1-3 %,3.0,4.0,5.0,3.0,10.5,Billing errors,6.0,Light,Weekdays,Truck,3.03,5.48,17.33,25.8,0.78,Switch provider,4.0,3.0,1.0,No,2.0,4.0,5.0,4.0,Tech failures,1.0,20.5,12 mo+,Abu Dhabi suburbs,"DSF,Back-to-School",No,Yes,9.5,4.0,5.0,1 year
Abu Dhabi,E-commerce,26.0,2.48,B2C,30.1,57.7,12.2,"12-3 PM,6-9 PM",42.8,Competitor A,11.8,14.45,1-3 %,2.0,3.0,5.0,3.0,14.1,Delay,7.0,Light,Weekdays,N/A,2.99,4.7,10.03,38.5,0.8,Raise delivery fee,5.0,3.0,8.0,No,5.0,5.0,5.0,4.0,Data privacy,11.8,2.9,6 mo,Dubai core,"Eid,Year-end",No,Yes,10.9,5.0,4.0,6 months
Dubai,Pharma & Med-supplies,18.0,1.46,Both,11.4,37.3,51.3,12-3 PM,84.0,Aramex,7.5,51.05,1-3 %,5.0,5.0,3.0,3.0,12.3,Cost overruns,3.0,Moderate,Weekdays,Van,3.02,3.74,21.61,30.3,0.8,Absorb cost,4.0,5.0,9.0,Yes,5.0,5.0,5.0,4.0,Tech failures,2.2,7.2,No plans,Dubai core,DSF,Yes,Yes,10.8,2.0,5.0,1 year
Dubai,E-commerce,80.0,3.25,B2C,8.3,62.3,29.4,3-6 PM,28.8,Other,9.5,41.92,1-3 %,4.0,3.0,4.0,1.0,8.0,Delay,6.0,Moderate,Equally both,Van,2.8,5.54,15.92,41.9,0.87,Raise delivery fee,4.0,4.0,7.0,Yes,4.0,4.0,3.0,4.0,None,11.7,10.8,6 mo,Dubai core,"Back-to-School,Ramadan,Eid",Yes,Yes,40.8,9.893094219921677,3.0,6 months
Dubai,Other,20.0,2.83,B2B,2.4,73.2,24.4,"3-6 PM,6-9 PM,6-9 AM",21.4,Competitor A,13.5,37.34,3-5 %,2.0,4.0,5.0,5.0,4.5,Cost overruns,3.0,Light,Weekdays,Mix,3.23,4.35,3.48,21.3,0.78,Raise delivery fee,3.0,2.0,4.0,No,3.0,3.0,27.565598780430516,5.0,Driver adoption,4.6,23.2,No plans,Sharjah industrial,Ramadan,No,Yes,37.9,4.0,4.0,2+ years
Abu Dhabi,Food-delivery,42.0,9.91,B2C,13.9,14.9,71.2,"9 AM-12,6-9 AM,3-6 PM",26.5,Aramex,11.2,39.85,<1 %,4.0,4.0,3.0,3.0,3.6,Delay,7.0,Heavy,Weekends,Van,3.13,2.93,7.57,28.7,0.75,Raise delivery fee,3.0,3.0,1.0,No,3.0,5.0,5.0,4.0,Data privacy,4.5,15.2,12 mo+,Abu Dhabi suburbs,,Yes,No,11.9,5.0,3.0,2+ years
Ajman,Other,96.0,5.56,B2B,10.4,35.2,54.4,"12-3 PM,6-9 PM",33.1,Competitor A,24.9,24.63,1-3 %,4.0,4.0,5.0,2.0,11.9,Poor support,4.0,Moderate,Weekends,Van,3.2,3.64,38.46,36.4,1.12,Raise delivery fee,4.0,3.0,10.0,Yes,3.0,5.0,5.0,5.0,Data privacy,6.9,8.7,3 mo,Abu Dhabi suburbs,Ramadan,No,Yes,8.3,4.0,5.0,Month-to-month
Abu Dhabi,Other,39.0,2.44,B2C,6.2,73.1,20.7,3-6 PM,15.0,Aramex,12.0,42.63,3-5 %,3.0,5.0,4.0,3.0,16.4,Delay,3.0,Moderate,Weekdays,Van,3.28,4.18,12.42,29.9,0.63,Absorb cost,4.0,5.0,7.0,No,5.0,3.0,4.0,4.0,Driver adoption,6.4,17.8,12 mo+,Dubai core,"Ramadan,Year-end,Back-to-School",No,Yes,39.0,2.0,4.0,6 months
Dubai,Pharma & Med-supplies,9.0,1.22,B2B,2.3,52.1,45.6,12-3 PM,44.4,In-house,7.5,13.89,<1 %,4.0,3.0,5.0,3.0,15.8,Poor support,3.0,Moderate,Weekdays,Mix,3.02,3.84,839.5516432497317,19.7,0.43,Raise delivery fee,2.0,5.0,2.0,No,4.0,3.0,4.0,4.0,Driver adoption,11.2,100.0,No plans,Dubai core,"DSF,Year-end",No,No,35.3,4.0,5.0,Month-to-month
Dubai,Electronics,7.0,0.84,Both,15.9,66.4,17.8,"9 AM-12,3-6 PM,12-3 PM",40.6,Competitor A,6.9,61.6,1-3 %,2.0,2.0,5.0,2.0,17.0,Delay,5.0,Light,Weekdays,Truck,3.13,4.26,8.91,22.2,0.85,Absorb cost,5.0,1.0,7.0,No,3.0,3.0,5.0,4.0,Driver adoption,15.2,1.3,No plans,Dubai core,,Yes,No,32.4,3.0,3.0,6 months
Sharjah,Pharma & Med-supplies,15.0,1.79,B2B,27.1,52.0,20.9,"6-9 AM,9 AM-12",7.6,Aramex,32.0,112.1,<1 %,5.0,4.0,5.0,4.0,6.9,Poor support,6.0,Moderate,Equally both,Van,2.75,4.34,5.51,36.6,0.82,Switch provider,2.0,4.0,6.0,No,2.0,3.0,5.0,4.0,Data privacy,5.2,24.0,12 mo+,Dubai core,"Ramadan,Year-end",Yes,Yes,7.6,2.0,4.0,Month-to-month
Sharjah,Food-delivery,35.0,10.440285766124145,Both,5.8,70.0,24.2,"3-6 PM,6-9 PM",92.5,In-house,15.2,84.36,>10 %,1.0,3.0,5.0,4.0,4.5,Billing errors,6.0,Light,Weekdays,N/A,3.35,3.51,10.82,52.7,0.43,Switch provider,5.0,1.0,8.0,Yes,3.0,5.0,3.0,5.0,Data privacy,12.9,8.2,No plans,Sharjah industrial,"Back-to-School,Year-end",Yes,Yes,22.7,3.0,4.0,2+ years
Dubai,Pharma & Med-supplies,28.0,4.09,B2C,13.6,45.6,40.8,"3-6 PM,6-9 AM",30.3,Competitor A,8.0,25.07,5-10 %,5.0,3.0,4.0,28.146065138509076,3.7,Poor support,7.0,Light,Weekdays,Van,2.78,3.16,19.33,21.7,0.8,Switch provider,4.0,3.0,5.0,No,4.0,5.0,3.0,5.0,Data privacy,9.4,19.4,No plans,Northern Emirates,,Yes,Yes,1.5,4.0,5.0,1 year
Dubai,Pharma & Med-supplies,117.0,3.04,B2C,25.6,42.6,31.8,"6-9 AM,9 AM-12,6-9 PM",13.1,Aramex,30.1,49.04,5-10 %,2.0,4.0,3.0,4.0,6.1,Cost overruns,10.0,Moderate,Equally both,Truck,3.26,5.06,4.75,47.9,0.86,Raise delivery fee,3.0,5.0,7.0,No,4.0,3.0,4.0,4.0,Data privacy,14.0,8.9,No plans,Dubai core,Eid,No,Yes,27.8,5.0,3.0,Month-to-month
Abu Dhabi,Other,28.0,3.35,Both,13.7,45.2,41.1,"9 AM-12,12-3 PM,6-9 AM",12.5,Competitor A,10.5,56.73,3-5 %,4.0,5.0,4.0,2.0,9.2,Delay,9.0,Moderate,Weekdays,Van,3.12,3.89,9.0,22.4,0.89,Switch provider,5.0,3.0,5.0,No,4.0,5.0,4.0,4.0,Driver adoption,1.8,16.3,12 mo+,Sharjah industrial,None,Yes,Yes,9.7,4.0,3.0,1 year
Dubai,Food-delivery,15.0,1.88,B2C,16.3,34.8,48.8,"9 AM-12,3-6 PM",28.9,In-house,5.4,47.55,3-5 %,2.0,5.0,5.0,3.0,5.6,Delay,5.0,Moderate,Weekdays,Van,3.23,3.94,14.46,30.8,0.59,Absorb cost,5.0,3.0,7.0,No,5.0,3.0,1.0,5.0,Data privacy,21.4,17.8,6 mo,Northern Emirates,,No,No,24.5,4.0,5.0,Month-to-month
Sharjah,Other,8.0,3.64,B2C,17.2,54.0,28.7,3-6 PM,13.9,Aramex,7.5,22.15,3-5 %,4.0,5.0,4.0,5.0,15.0,Cost overruns,2.0,Heavy,Equally both,Truck,2.79,3.6,9.95,31.0,0.93,Reduce service area,3.0,5.0,66.76807688430188,No,5.0,1.0,3.0,4.0,Data privacy,18.6,14.9,12 mo+,Abu Dhabi suburbs,,Yes,Yes,43.4,4.0,4.0,Month-to-month
Dubai,E-commerce,51.0,1.42,Both,100.0,33.9,36.4,"12-3 PM,6-9 PM,6-9 AM",13.0,Competitor B,11.1,24.96,3-5 %,4.0,4.0,2.0,2.0,0.7,Delay,4.0,Light,Weekdays,Van,2.9,4.64,18.53,27.3,0.67,Reduce service area,5.0,4.0,3.0,No,3.0,5.0,4.0,5.0,None,6.8,10.7,6 mo,Abu Dhabi suburbs,"Back-to-School,Ramadan,Eid",Yes,No,9.1,1.0,4.0,6 months
Dubai,E-commerce,19.0,3.15,B2B,8.2,43.7,48.1,"9 AM-12,6-9 AM",18.6,Aramex,10.5,18.74,1-3 %,1.0,5.0,4.0,3.0,1.8,Delay,5.0,Moderate,Weekdays,Van,2.85,3.64,2.18,30.7,0.75,Raise delivery fee,5.0,3.0,9.0,No,5.0,4.0,4.0,5.0,Tech failures,12.5,7.6,No plans,Abu Dhabi suburbs,"DSF,Eid",No,No,29.3,5.0,3.0,1 year
RAK,Pharma & Med-supplies,6.0,5.46,B2B,33.4,28.6,38.1,"6-9 PM,12-3 PM,9 AM-12",35.0,Aramex,14.0,21.06,1-3 %,3.0,5.0,4.0,2.0,4.1,Cost overruns,7.0,Heavy,Weekdays,Mix,2.96,4.01,7.0,29.4,0.86,Raise delivery fee,4.0,2.0,5.0,Yes,3.0,5.0,5.0,3.0,Driver adoption,21.3,20.4,3 mo,Dubai core,"Year-end,DSF,Back-to-School",No,Yes,8.9,5.0,4.0,Month-to-month
Dubai,Grocery/Retail,20.0,2.67,Both,9.6,53.6,36.7,"9 AM-12,3-6 PM",19.4,Competitor A,33.8,103.98,1-3 %,4.0,5.0,4.0,4.0,6.0,Delay,4.0,Moderate,Weekends,Van,2.85,3.17,17.13,39.3,0.79,Raise delivery fee,5.0,4.0,4.0,No,5.0,2.0,5.0,3.0,Data privacy,10.0,36.1,6 mo,Northern Emirates,"Eid,Back-to-School,Ramadan",No,Yes,37.2,4.0,5.0,Month-to-month
Dubai,Grocery/Retail,9.0,4.33,B2B,18.3,44.6,37.1,"6-9 PM,9 AM-12,6-9 AM",13.7,Competitor A,10.2,32.7,1-3 %,3.0,4.0,3.0,3.0,13.4,Cost overruns,4.0,Heavy,Weekdays,Mix,3.21,3.25,4.46,41.4,0.39,Raise delivery fee,4.0,2.0,0.0,Yes,3.0,4.0,4.0,2.0,Tech failures,8.0,10.8,No plans,Dubai core,"Eid,Year-end,DSF",Yes,No,2.4,5.0,3.0,6 months
Dubai,E-commerce,14.0,1.01,Both,8.8,59.0,32.2,"6-9 PM,3-6 PM",72.9,Aramex,12.2,18.45,<1 %,4.0,5.0,3.0,4.0,9.1,Billing errors,4.0,Light,Equally both,Van,3.01,5.66,7.19,33.6,0.88,Raise delivery fee,4.0,4.0,4.0,Yes,4.0,5.0,4.0,5.0,Data privacy,13.9,3.8,12 mo+,Dubai core,"Year-end,DSF",No,No,53.8,4.0,4.0,6 months
Dubai,Food-delivery,20.0,0.97,B2B,17.0,39.8,43.2,"6-9 PM,3-6 PM,12-3 PM",34.8,Other,8.7,46.39,5-10 %,1.0,4.0,3.0,2.0,9.7,Damaged goods,8.0,Moderate,Weekdays,Bike,2.73,4.51,7.78,100.0,0.63,Raise delivery fee,2.0,4.0,1.0,No,5.0,5.0,4.0,5.0,Tech failures,7.9,19.2,6 mo,Dubai core,,Yes,Yes,53.0,3.0,4.0,6 months
Dubai,E-commerce,9.0,4.04,B2C,30.7,58.4,10.9,"6-9 AM,9 AM-12,12-3 PM",13.5,Competitor A,12.7,93.69,>10 %,4.0,4.0,4.0,4.0,5.5,Delay,5.0,Moderate,Weekdays,Van,3.13,5.73,6.81,29.2,0.87,Absorb cost,2.0,3.0,6.0,No,14.732964389313464,5.0,4.0,4.0,Data privacy,19.2,12.0,3 mo,Dubai core,"Year-end,Eid,Back-to-School",No,Yes,11.1,3.0,3.0,1 year
Dubai,Electronics,13.0,6.22,B2C,21.9,56.1,22.1,"6-9 AM,6-9 PM",28.6,Aramex,43.8,42.84,<1 %,2.0,4.0,4.0,5.0,15.7,Delay,4.0,Heavy,Equally both,Van,3.13,4.52,27.65,28.9,1.07,Raise delivery fee,4.0,5.0,3.0,Yes,4.0,5.0,5.0,4.0,Driver adoption,5.6,16.8,No plans,Dubai core,Ramadan,No,Yes,3.5,2.0,5.0,2+ years
Dubai,Food-delivery,11.0,2.88,B2C,15.7,57.9,26.4,"9 AM-12,6-9 AM,6-9 PM",27.1,Other,6.1,33.65,3-5 %,2.0,4.0,4.0,4.0,21.1,Cost overruns,5.0,Moderate,Weekdays,N/A,2.89,4.2,7.15,35.9,0.93,Switch provider,2.0,4.0,9.0,Yes,5.0,2.0,5.0,4.0,Driver adoption,15.3,31.1,12 mo+,Abu Dhabi suburbs,"Ramadan,Eid,DSF",No,Yes,48.0,2.0,4.0,Month-to-month
Dubai,Electronics,11.0,12.03,Both,4.0,58.4,37.6,12-3 PM,24.5,Other,4.2,6.87,1-3 %,1.0,5.0,4.0,4.0,20.7,Billing errors,7.0,Light,Equally both,Van,3.03,3.15,27.5,33.5,0.97,Reduce service area,3.0,4.0,6.0,Yes,3.0,1.0,4.0,4.0,Data privacy,10.6,18.3,12 mo+,Abu Dhabi suburbs,"Back-to-School,Year-end,Ramadan",Yes,Yes,38.7,3.0,3.0,2+ years
Abu Dhabi,Pharma & Med-supplies,8.0,1.4,B2B,8.0,61.1,30.9,"6-9 PM,6-9 AM",25.4,In-house,6.9,20.31,3-5 %,3.0,4.0,4.0,5.0,12.6,Cost overruns,5.0,Moderate,Weekends,Van,3.15,4.58,12.08,29.1,1.0,Reduce service area,3.0,3.0,7.0,No,5.0,4.0,4.0,3.0,None,16.6,23.2,12 mo+,Sharjah industrial,"Back-to-School,Year-end,Eid",Yes,Yes,29.2,3.0,4.0,6 months
Abu Dhabi,E-commerce,13.0,2.21,B2C,4.9,52.5,42.6,"6-9 PM,12-3 PM",22.0,Aramex,6.5,40.0,3-5 %,1.0,5.0,5.0,2.0,17.8,Delay,2.0,Moderate,Weekends,Van,2.97,3.89,12.75,34.8,0.9,Absorb cost,3.0,5.0,0.0,No,4.0,5.0,4.0,5.0,None,6.7,15.9,3 mo,Dubai core,Year-end,Yes,No,26.5,4.0,4.0,1 year
Dubai,E-commerce,9.0,3.61,B2B,14.8,55.7,29.4,6-9 PM,34.0,Aramex,13.5,88.98,3-5 %,1.0,4.0,4.0,3.0,12.0,Poor support,5.0,Moderate,Weekdays,Mix,3.33,5.18,27.85,15.6,0.95,Switch provider,4.0,3.0,10.0,No,5.0,5.0,3.0,4.0,Data privacy,12.3,11.7,12 mo+,Dubai core,"Back-to-School,Eid,Ramadan",No,No,3.2,3.0,5.0,Month-to-month
Dubai,Manufacturing,32.0,4.39,B2B,8.0,68.4,23.6,"6-9 PM,3-6 PM,9 AM-12",24.2,Fetchr,21.6,30.45,1-3 %,5.0,2.0,2.0,1.0,1.9,Damaged goods,6.0,Moderate,Weekdays,Van,2.83,3.86,15.92,38.2,0.81,Raise delivery fee,3.0,4.0,5.0,Yes,4.0,5.0,3.0,2.0,Driver adoption,18.8,27.3,3 mo,Dubai core,Ramadan,Yes,Yes,17.4,3.0,5.0,Month-to-month
Abu Dhabi,Grocery/Retail,23.0,2.34,B2B,44.7,27.7,27.7,"12-3 PM,9 AM-12",28.4,In-house,13.4,54.54,>10 %,5.0,4.0,4.0,5.0,8.3,Cost overruns,3.0,Heavy,Weekends,Van,3.03,3.14,9.34,38.5,0.69,Switch provider,5.0,4.0,8.0,No,5.0,3.0,4.0,4.0,None,4.6,10.1,6 mo,Dubai core,None,No,No,6.5,5.0,5.0,6 months
Ajman,E-commerce,52.0,1.76,B2C,31.6,36.7,31.7,"6-9 AM,6-9 PM",33.7,Other,16.7,41.19,1-3 %,5.0,1.0,4.0,4.0,6.5,Billing errors,7.0,Heavy,Weekdays,N/A,3.42,3.15,49.67575751939616,37.9,1.03,Raise delivery fee,2.0,4.0,1.0,No,5.0,4.0,4.0,4.0,Tech failures,10.3,18.1,3 mo,Dubai core,"Year-end,Eid,Back-to-School",No,No,13.0,3.0,4.0,6 months
Ajman,Other,90.0,4.82,B2C,49.7,33.6,16.7,"3-6 PM,6-9 AM,9 AM-12",23.8,Aramex,12.8,28.94,1-3 %,5.0,5.0,5.0,3.0,9.4,Cost overruns,4.0,Heavy,Weekends,Bike,3.28,3.03,0.95,32.0,0.54,Raise delivery fee,3.0,3.0,3.0,Yes,4.0,4.0,4.0,5.0,Data privacy,16.7,20.7,3 mo,Sharjah industrial,"Eid,DSF",Yes,No,37.2,4.0,4.0,1 year
Dubai,Electronics,34.0,3.6,B2B,28.3,56.6,15.2,"9 AM-12,12-3 PM,6-9 AM",41.3,In-house,10.2,19.7,3-5 %,3.0,5.0,4.0,1.0,7.1,Cost overruns,4.0,Light,Weekdays,Van,3.13,5.52,10.48,45.4,1.0,Raise delivery fee,3.0,2.0,9.0,Yes,3.0,4.0,4.0,3.0,Data privacy,13.7,9.7,No plans,Abu Dhabi suburbs,,No,Yes,36.4,2.0,4.0,Month-to-month
Dubai,Food-delivery,28.0,2.7,Both,11.7,60.1,28.2,"12-3 PM,3-6 PM,6-9 AM",62.7,Aramex,13.7,33.81,1-3 %,2.0,4.0,5.0,3.0,13.1,Poor support,4.0,Heavy,Weekends,Van,3.4,4.26,3.06,26.6,0.66,Raise delivery fee,5.0,2.0,5.0,No,3.0,4.0,1.0,4.0,None,10.9,25.7,6 mo,Dubai core,Back-to-School,No,No,16.1,3.0,4.0,Month-to-month
Dubai,Grocery/Retail,36.0,4.48,B2C,9.7,30.9,59.4,12-3 PM,20.6,Aramex,6.1,115.38,<1 %,2.0,5.0,5.0,3.0,1.9,Cost overruns,3.0,Moderate,Weekdays,Van,3.02,3.94,11.49,44.5,0.86,Absorb cost,4.0,5.0,7.0,No,4.0,4.0,1.0,3.0,Tech failures,1.9,23.1,6 mo,Abu Dhabi suburbs,"Ramadan,Eid",Yes,No,3.3,4.0,4.0,6 months
Dubai,Other,29.0,3.06,Both,23.4,54.5,22.1,"3-6 PM,9 AM-12",17.0,Aramex,39.1,8.5,5-10 %,3.0,3.0,3.0,4.0,3.3,Billing errors,6.0,Moderate,Weekends,Van,3.19,5.25,8.22,34.2,0.77,Raise delivery fee,5.0,4.0,0.0,Yes,4.0,4.0,4.0,5.0,None,9.1,13.8,6 mo,Abu Dhabi suburbs,None,Yes,Yes,7.6,2.0,4.0,1 year
Abu Dhabi,E-commerce,20.0,3.05,B2B,22.3,43.9,33.8,"6-9 PM,12-3 PM,9 AM-12",9.6,Competitor B,11.1,27.19,5-10 %,3.0,3.0,4.0,4.0,6.1,Damaged goods,4.0,Light,Weekdays,Bike,3.1,3.61,1.88,44.8,0.94,Switch provider,3.0,4.0,1.0,No,3.0,3.0,4.0,5.0,None,18.1,14.9,6 mo,Northern Emirates,None,Yes,No,40.6,4.0,5.0,1 year
Dubai,E-commerce,19.0,2.99,B2C,17.4,64.0,18.6,"6-9 AM,9 AM-12,6-9 PM",40.4,Aramex,9.6,26.63,3-5 %,1.0,3.0,4.0,4.0,14.5,Damaged goods,4.0,Heavy,Weekends,Mix,3.27,4.6,29.51,36.2,0.81,Raise delivery fee,2.0,3.0,9.0,No,5.0,4.0,4.0,4.0,Driver adoption,6.2,14.6,6 mo,Dubai core,,No,No,16.9,3.0,4.0,6 months
Dubai,Food-delivery,8.0,2.03,B2B,3.1,62.2,34.7,"6-9 AM,3-6 PM",22.3,Aramex,8.0,24.78,1-3 %,32.5801603331719,4.0,2.0,2.0,8.1,Poor support,7.0,Light,Weekdays,Van,3.15,2.6,10.85,40.6,0.72,Switch provider,2.0,5.0,3.0,No,5.0,4.0,5.0,3.0,None,1.3,24.6,No plans,Dubai core,,No,No,39.0,5.0,5.0,6 months
Dubai,Food-delivery,39.0,1.91,B2C,20.0,68.6,11.4,"6-9 AM,3-6 PM,6-9 PM",11.1,Competitor A,12.0,54.14,1-3 %,1.0,4.0,2.0,2.0,9.9,Cost overruns,2.0,Light,Weekdays,Van,3.05,3.8,14.2,33.2,0.69,Switch provider,4.0,5.0,4.0,No,4.0,4.0,2.0,4.0,Data privacy,15.6,-3.5,No plans,Northern Emirates,,Yes,Yes,41.7,4.0,4.0,Month-to-month
Abu Dhabi,Grocery/Retail,19.0,2.42,Both,7.1,43.9,49.1,"6-9 AM,3-6 PM,9 AM-12",17.0,Competitor A,14.9,45.86,<1 %,1.0,4.0,4.0,3.0,19.6,Delay,6.0,Light,Weekends,Mix,3.1,3.54,4.08,33.7,1.04,Switch provider,3.0,3.0,0.0,No,4.0,3.0,4.0,2.0,Data privacy,4.3,16.7,6 mo,Northern Emirates,"Year-end,DSF",No,Yes,23.8,3.0,3.0,Month-to-month
Dubai,E-commerce,64.0,3.38,B2C,19.2,67.7,13.2,"12-3 PM,9 AM-12",33.8,Aramex,13.0,30.28,1-3 %,5.0,4.0,5.0,2.0,6.9,Delay,6.0,Moderate,Weekdays,Mix,3.15,3.18,31.91,26.4,0.88,Raise delivery fee,4.0,4.0,1.0,Yes,4.0,5.0,5.0,5.0,Tech failures,6.0,22.7,6 mo,Dubai core,"Back-to-School,DSF",Yes,Yes,25.5,3.0,5.0,1 year
Sharjah,Pharma & Med-supplies,41.0,1.08,B2C,37.3,35.8,27.0,12-3 PM,43.0,Aramex,12.4,30.77,<1 %,2.0,2.0,5.0,4.0,19.3,Damaged goods,1.0,Moderate,Weekends,Van,3.08,5.0,12.44,35.2,0.81,Raise delivery fee,5.0,4.0,5.0,No,5.0,3.0,5.0,4.0,Data privacy,4.3,22.2,6 mo,Dubai core,"DSF,Back-to-School",No,Yes,2.4,4.0,4.0,1 year
Dubai,Manufacturing,12.0,5.85,B2C,60.4,24.9,14.7,"6-9 AM,6-9 PM,12-3 PM",36.5,Competitor A,9.0,42.46,<1 %,2.0,3.0,3.0,5.0,10.7,Poor support,5.0,Light,Weekends,Mix,2.9,3.82,12.91,34.4,0.95,Switch provider,4.0,5.0,10.0,No,5.0,4.0,5.0,5.0,Tech failures,12.9,19.9,6 mo,Abu Dhabi suburbs,,Yes,Yes,14.1,4.0,4.0,Month-to-month
RAK,Food-delivery,54.0,3.36,B2C,8.1,81.7,10.2,6-9 AM,23.9,In-house,12.8,56.9,1-3 %,2.0,5.0,5.0,3.0,13.4,Delay,4.0,Moderate,Weekdays,Mix,3.03,3.7,4.04,30.0,0.96,Reduce service area,3.0,4.0,9.0,No,3.0,2.0,4.0,4.0,Data privacy,10.1,17.5,3 mo,Abu Dhabi suburbs,None,No,No,28.1,4.0,2.0,6 months
Dubai,Pharma & Med-supplies,2.0,1.75,B2B,22.0,49.1,28.9,6-9 PM,41.2,Aramex,31.8,76.25,1-3 %,2.0,4.0,4.0,4.0,11.9,Poor support,5.0,Heavy,Weekdays,Van,2.73,3.93,10.49,36.6,0.64,Absorb cost,5.0,4.0,10.0,No,5.0,4.0,5.0,5.0,Driver adoption,11.5,30.4,3 mo,Dubai core,"Back-to-School,DSF,Eid",No,No,35.7,5.0,5.0,6 months
Sharjah,E-commerce,94.0,8.76,B2C,5.5,44.7,49.8,"6-9 PM,6-9 AM",26.7,Other,9.9,32.46,3-5 %,4.0,15.494084894575941,3.0,3.0,3.4,Billing errors,4.0,Moderate,Equally both,Van,3.15,4.77,3.36,23.9,0.58,Reduce service area,1.0,2.0,5.0,No,3.0,3.0,4.0,5.0,Tech failures,11.4,3.9,3 mo,Northern Emirates,"Back-to-School,Eid,DSF",No,No,30.8,5.0,4.0,1 year
RAK,Electronics,6.0,3.4,Both,18.4,66.6,15.0,"3-6 PM,9 AM-12",28.7,Competitor A,21.6,12.71,5-10 %,3.0,4.0,5.0,4.0,4.1,Damaged goods,6.0,Moderate,Weekdays,Van,2.79,4.45,5.41,22.6,0.74,Absorb cost,4.0,3.0,3.0,No,5.0,5.0,5.0,4.0,Driver adoption,12.0,28.1,6 mo,Dubai core,Year-end,Yes,No,19.0,3.0,4.0,6 months
Other,Manufacturing,29.0,1.49,B2B,30.5,48.0,21.6,3-6 PM,14.3,Competitor A,10.1,54.56,1-3 %,1.0,3.0,4.0,5.0,9.1,Cost overruns,6.0,Heavy,Weekdays,Mix,3.17,3.51,77.09928296385776,38.1,0.75,Absorb cost,4.0,1.0,4.0,No,5.0,3.0,5.0,5.0,Data privacy,17.7,32.1,6 mo,Abu Dhabi suburbs,"Year-end,Back-to-School,DSF",No,Yes,56.2,5.0,4.0,1 year
Sharjah,Grocery/Retail,28.0,8.53,B2C,15.0,54.4,30.7,"3-6 PM,12-3 PM",52.9,Competitor B,11.9,30.2,3-5 %,5.0,4.0,3.0,3.0,11.4,Cost overruns,3.0,Moderate,Weekdays,N/A,3.06,4.46,16.31,22.4,0.62,Raise delivery fee,4.0,3.0,10.0,No,3.0,4.0,3.0,3.0,Driver adoption,18.2,16.7,No plans,Dubai core,None,Yes,No,26.0,5.0,5.0,6 months
Sharjah,Grocery/Retail,49.0,7.49,Both,35.0,41.4,23.6,9 AM-12,40.0,Aramex,20.4,51.01,3-5 %,5.0,5.0,4.0,2.0,7.1,Delay,5.0,Moderate,Weekends,Mix,2.95,5.76,9.14,33.9,0.47,Switch provider,4.0,4.0,9.0,Yes,5.0,5.0,4.0,4.0,Data privacy,6.4,29.4,No plans,Dubai core,,Yes,No,26.0,4.0,5.0,1 year
Abu Dhabi,Other,15.0,1.92,B2C,13.2,47.4,39.4,9 AM-12,19.2,Aramex,3.6,145.58,>10 %,4.0,4.0,2.0,3.0,14.9,Cost overruns,2.0,Moderate,Weekends,Truck,3.04,4.44,11.3,36.1,1.04,Switch provider,4.0,5.0,9.0,No,4.0,4.0,3.0,4.0,Tech failures,4.8,16.3,No plans,Abu Dhabi suburbs,"DSF,Eid",Yes,Yes,45.7,3.0,4.0,2+ years
